epoch,train_loss,train_acc,epoch_time_sec
1,4.063426665496826,9.38125,59.600836992263794
1,3.513819571685791,20.18,3.6668624877929688
2,3.5683204898834227,19.883125,58.21835160255432
2,3.0154203022003174,32.53,3.559018135070801
3,3.206062025260925,28.63375,59.1820273399353
3,2.6367424480438233,43.64,3.573381185531616
4,2.948751714706421,35.304375,58.746249198913574
4,2.4577749393463133,48.47,3.695735454559326
5,2.7673911520004273,40.239375,59.03856086730957
5,2.2962528480529785,53.21,3.5503716468811035
6,2.6257626569747923,44.44,59.06212329864502
6,2.1933926456451416,56.2,3.73003888130188
7,2.5106158308029176,47.754375,59.09283900260925
7,2.101825515937805,58.71,3.5018727779388428
8,2.4128036741256715,50.630625,57.66473150253296
8,2.046856039428711,60.78,3.4863126277923584
9,2.329926671409607,53.08625,58.240387201309204
9,1.9921232097625732,62.25,3.5839741230010986
10,2.2547279435157774,55.35625,58.04292559623718
10,1.9674219856262207,62.94,3.5073742866516113
11,2.1938585633277894,57.414375,59.54334306716919
11,1.9411198642730714,63.73,3.5842697620391846
12,2.1378212803840637,59.043125,57.76398825645447
12,1.9158804698944092,64.64,3.6351850032806396
13,2.0816175546646116,60.89875,58.7450270652771
13,1.8868384702682495,65.6,3.4609971046447754
14,2.034163056755066,62.568125,59.35182452201843
14,1.8728198345184326,65.93,3.6980910301208496
15,1.9877519636154175,63.924375,59.10945105552673
15,1.867924007987976,66.06,3.6418745517730713
16,1.952439776992798,65.115,58.376341104507446
16,1.85308896484375,67.27,3.7832841873168945
17,1.911127622127533,66.535625,61.99954414367676
17,1.8466394630432128,67.29,3.774014949798584
18,1.8792499620437622,67.5675,60.83589839935303
18,1.8352032905578612,68.01,3.538017511367798
19,1.8459550848960877,68.67,58.42729711532593
19,1.8178440156936646,68.53,3.5816502571105957
20,1.8153691363334656,69.64625,59.69128680229187
20,1.8170740406036376,68.37,3.6543078422546387
21,1.7856589608192444,70.703125,58.489956855773926
21,1.8192494468688964,68.64,3.5498855113983154
22,1.7630238307952881,71.464375,59.36713433265686
22,1.8063998880386352,68.57,3.6760919094085693
23,1.735783799648285,72.335,58.65588402748108
23,1.8088506244659424,68.66,3.489152193069458
24,1.7130269103050233,73.311875,58.70948815345764
24,1.8104983825683594,69.19,3.6834373474121094
25,1.6939483004570006,73.865625,59.428178787231445
25,1.7955537689208985,69.39,3.715776205062866
26,1.671094658756256,74.668125,59.83421087265015
26,1.8129586288452149,69.31,3.7069621086120605
27,1.6524262901306153,75.331875,58.20703911781311
27,1.7908107919692993,69.74,3.684138059616089
28,1.633250243663788,75.96,59.13798522949219
28,1.7893543235778808,70.04,3.63899564743042
29,1.6169720061302184,76.4925,60.501596212387085
29,1.7974826002120972,69.53,3.6380226612091064
30,1.6041235140800476,77.01125,59.0656476020813
30,1.7877336986541748,69.49,3.499863386154175
31,1.5852329142570496,77.696875,58.86620783805847
31,1.7975971981048584,69.03,3.7079954147338867
32,1.5698297274589539,78.2575,58.23410630226135
32,1.7856787302017212,69.78,3.569979667663574
33,1.5609936715126038,78.635625,59.06809115409851
33,1.7882052255630494,69.73,3.506477117538452
34,1.5459855396270752,79.05,59.48149585723877
34,1.7910494556427001,70.03,3.7553391456604004
35,1.531355485343933,79.6125,58.682234048843384
35,1.7950111297607423,70.1,3.5098876953125
36,1.5227049921035767,79.870625,59.21788311004639
36,1.8009064769744874,69.66,3.6407394409179688
37,1.5139752621650695,80.164375,58.297903060913086
37,1.7922984691619872,69.51,3.3872029781341553
38,1.4973640098571777,80.7725,63.12618398666382
38,1.788452663230896,69.77,3.634265661239624
39,1.4899591743469238,80.97625,63.94713640213013
39,1.7912415294647217,69.58,3.7666847705841064
40,1.4762843567848205,81.52625,59.76011037826538
40,1.784892977142334,69.98,3.6117374897003174
41,1.4671609023094176,81.77125,60.295103788375854
41,1.7838816219329834,70.16,3.645188808441162
42,1.4580367526054383,82.080625,60.853437185287476
42,1.7836259241104127,70.05,3.762111186981201
43,1.4505405281066894,82.3775,62.283432483673096
43,1.792114475250244,69.6,3.7850515842437744
44,1.4436728636741638,82.619375,59.98469257354736
44,1.7834441986083984,70.43,3.798231840133667
45,1.435293354511261,82.85,60.73864221572876
45,1.782541460418701,70.15,3.767625570297241
46,1.4286469960212707,83.07625,59.52423858642578
46,1.792106887817383,70.09,3.57224440574646
47,1.425772015953064,83.21,61.01800775527954
47,1.7880593154907227,70.02,3.686439037322998
48,1.4108641773223878,83.71375,60.71389365196228
48,1.7901590850830078,70.23,3.7310707569122314
49,1.403880686569214,83.85625,60.54756450653076
49,1.7837997127532959,70.11,3.8431313037872314
50,1.3976201593399047,84.155625,60.3947639465332
50,1.7922773498535156,70.43,3.811140537261963
51,1.3919687929153441,84.385625,60.9450786113739
51,1.7892829528808594,70.28,3.7760422229766846
52,1.3871869789123534,84.534375,60.23930072784424
52,1.7873483516693116,70.24,3.620534896850586
53,1.3805500483512878,84.663125,59.87014603614807
53,1.7938998001098634,70.02,3.5989115238189697
54,1.3719797673225402,85.034375,59.717111587524414
54,1.7941826126098632,69.95,3.7542476654052734
55,1.3646032549858094,85.27,60.007572412490845
55,1.7962413822174073,70.2,3.7155513763427734
