epoch,train_loss,train_acc,epoch_time_sec
48,1.416788608264923,83.504375,57.757845878601074
48,1.780499455833435,70.38,3.5871641635894775
49,1.4106639219284058,83.81375,56.16133642196655
49,1.7814171020507812,70.43,3.4727628231048584
50,1.3986257199287415,84.198125,54.524210691452026
50,1.793147139930725,70.0,3.347956418991089
51,1.3964232807159425,84.3075,55.42951321601868
51,1.7924643058776855,70.18,3.388627529144287
52,1.39327815284729,84.26875,55.79340410232544
52,1.7823903705596924,70.47,3.468844175338745
53,1.3842068998336792,84.681875,57.698403120040894
53,1.7743774108886718,70.73,3.5853941440582275
54,1.3791809168815612,84.77875,57.69663453102112
54,1.7845814336776733,70.69,3.608433723449707
55,1.3710444980621337,85.14625,57.596916913986206
55,1.7862347187042236,70.48,3.5329341888427734
56,1.3647559230804442,85.203125,57.827965259552
56,1.7829899826049804,70.92,3.508488893508911
57,1.3640682556152344,85.335,57.47495365142822
57,1.7805592878341674,70.25,3.5406641960144043
58,1.3549183959960938,85.628125,57.28977370262146
58,1.7849614233016968,70.32,3.3884189128875732
59,1.3517526925086976,85.749375,54.75823402404785
59,1.7814075857162475,70.75,3.4832923412323
60,1.3426526350975037,86.10375,54.46745991706848
60,1.785837299156189,70.17,3.3677735328674316
61,1.3394026230812073,86.188125,54.97043704986572
61,1.7711807216644286,71.31,3.3498198986053467
62,1.3338778142929077,86.270625,55.21364784240723
62,1.7837225286483764,70.94,3.5674846172332764
63,1.3270326107025145,86.593125,54.603423833847046
63,1.7974117261886597,70.21,3.389028310775757
64,1.3259145732879638,86.4875,54.05257558822632
64,1.7888589237213135,70.0,3.37273907661438
65,1.320397891998291,86.730625,54.02996015548706
65,1.7931446922302245,70.14,3.449443817138672
66,1.3186506417274475,86.745625,54.225353956222534
66,1.7862519453048706,70.51,3.3533053398132324
67,1.3132740222930908,87.01,54.886399269104004
67,1.7824296688079835,70.73,3.360813856124878
68,1.3100372426986695,87.104375,54.56969881057739
68,1.7852704872131349,70.52,3.312272071838379
69,1.3054453733444213,87.2625,54.887046098709106
69,1.7895530672073365,70.49,3.3214051723480225
70,1.3003267795562745,87.395,54.629921674728394
70,1.7819762733459472,71.09,3.376772165298462
71,1.2967910974502563,87.433125,54.49398350715637
71,1.7939208179473878,70.34,3.3650307655334473
72,1.293128514099121,87.58625,54.500253438949585
72,1.7875662418365479,70.68,3.3813114166259766
73,1.2907710954666138,87.65875,54.3044810295105
73,1.7896251306533812,70.47,3.327066421508789
74,1.2852882810592652,87.906875,54.570136308670044
74,1.786379121017456,70.71,3.4554028511047363
75,1.2847000926971435,87.851875,55.206820249557495
75,1.7855686630249024,70.6,3.3747806549072266
76,1.2793982494354248,88.1225,54.47102737426758
76,1.7853356918334962,70.55,3.5360488891601562
77,1.274179012966156,88.150625,54.08500695228577
77,1.7892042716979981,70.56,3.3240432739257812
78,1.2738411155700684,88.19625,53.545345306396484
78,1.7905670516967773,70.59,3.2458462715148926
79,1.271467994117737,88.208125,53.717312812805176
79,1.781443684387207,70.64,3.4763970375061035
80,1.2650680247306825,88.44375,54.414751052856445
80,1.7827615179061889,70.61,3.441183567047119
81,1.2618720660209655,88.540625,56.28449845314026
81,1.7891901657104492,70.59,3.435056686401367
82,1.2588019174575806,88.65625,57.037208557128906
82,1.796641539001465,70.53,3.6129469871520996
83,1.2569156522750855,88.7925,58.44154596328735
83,1.793310696029663,70.4,3.746915578842163
84,1.2541788661003113,88.80125,58.18414783477783
84,1.7823600440979004,70.64,3.5840847492218018
85,1.2501918075561524,89.0225,57.908671855926514
85,1.7836216281890869,70.38,3.6557695865631104
86,1.2488432242393495,88.97,58.36096453666687
86,1.7897589965820313,70.9,3.646636962890625
87,1.244611932182312,89.155625,58.032132625579834
87,1.7851545204162598,70.65,3.626542568206787
88,1.2434364345550537,89.23875,57.00969123840332
88,1.7886093944549561,70.43,3.6048684120178223
89,1.2360675700187682,89.340625,57.463446617126465
89,1.7895423120498657,70.53,3.5724174976348877
90,1.2353531630516053,89.329375,57.25333094596863
90,1.7956365365982057,70.37,3.5430474281311035
91,1.2344783690452577,89.481875,58.07461428642273
91,1.7871067333221435,71.05,3.582017183303833
92,1.2260352023124694,89.664375,57.69583249092102
92,1.7867520862579345,70.69,3.7076468467712402
93,1.2278265707015992,89.52875,58.2282874584198
93,1.7979963703155517,70.57,3.6493144035339355
94,1.2259870993614197,89.65625,57.837141036987305
94,1.7894581073760987,70.69,3.585353374481201
95,1.2227726527214051,89.740625,58.68113827705383
95,1.7914020887374877,70.61,3.5383903980255127
96,1.2241210676193237,89.76125,56.520657539367676
96,1.7945868782043457,70.59,3.5746989250183105
97,1.218066305923462,89.90125,56.16167593002319
97,1.8033037338256837,70.41,3.5895802974700928
98,1.2194507267951966,89.840625,56.8204550743103
98,1.787917266845703,70.79,3.688375473022461
99,1.2118811130523681,90.131875,56.83980417251587
99,1.8032865663528443,70.39,3.5728702545166016
100,1.2116314964294435,90.113125,56.27516055107117
100,1.7904558238983155,70.75,3.5079667568206787
101,1.2110765494346618,90.151875,56.29200839996338
101,1.8007392742156982,70.28,3.3555333614349365
102,1.2072120745658874,90.231875,57.292890787124634
102,1.7937666862487793,70.36,3.1939518451690674
103,1.206497348690033,90.251875,58.17281770706177
103,1.8047689989089966,70.5,3.0344717502593994
104,1.2034962782859802,90.324375,57.09791398048401
104,1.7985463954925538,70.51,3.1301445960998535
105,1.2001942525863647,90.44625,57.02439832687378
105,1.806585298347473,70.02,3.1352643966674805
106,1.1989570061683654,90.475625,57.00001931190491
106,1.7997773500442504,70.65,3.122868061065674
107,1.198324404144287,90.50625,56.364816427230835
107,1.798338535118103,70.56,3.2132081985473633
108,1.1951217001914978,90.5225,57.20166993141174
108,1.7852476518630982,70.99,3.3632171154022217
109,1.192076127243042,90.66375,60.22898197174072
109,1.7924007991790771,70.37,3.452843427658081
110,1.1926130702972413,90.58625,59.057406187057495
110,1.8007369977951049,70.84,3.5613701343536377
111,1.1867458082199096,90.815,60.95792365074158
111,1.7945039306640624,70.83,3.44604229927063
112,1.1884195090293885,90.6925,56.96247601509094
112,1.7966169414520263,70.91,3.3692526817321777
113,1.1857298424720764,90.868125,56.203410148620605
113,1.799857494354248,70.3,3.4064300060272217
114,1.1838457291603088,90.88375,56.25761890411377
114,1.7959814155578613,70.61,3.3408524990081787
115,1.1836234172821045,90.958125,56.74662232398987
115,1.796102368927002,70.78,3.4621284008026123
116,1.1804975051879882,90.994375,56.81551814079285
116,1.7906759090423583,70.81,3.390669584274292
117,1.177907546520233,91.091875,56.087074756622314
117,1.7974537755966187,70.4,3.558621406555176
118,1.175778646183014,91.1575,57.23869037628174
118,1.800917424583435,70.58,3.707319974899292
119,1.176487882232666,91.060625,58.720566272735596
119,1.805300537109375,70.4,3.7305474281311035
120,1.173042553138733,91.256875,58.59675931930542
120,1.7983251083374023,70.88,3.592226028442383
121,1.1723292214393615,91.2325,57.13190960884094
121,1.7932420621871947,70.48,3.6165568828582764
122,1.1695263273715972,91.430625,56.21808314323425
122,1.785131491470337,71.28,3.7537410259246826
123,1.1697783944129945,91.263125,57.083555936813354
123,1.7977672172546386,70.78,3.652799367904663
124,1.1698314396858216,91.363125,57.25485181808472
124,1.8013249725341798,70.63,3.606532335281372
125,1.1638562595367432,91.498125,58.06659507751465
125,1.7963805681228637,70.72,3.567183017730713
126,1.1641915407180785,91.481875,59.29153370857239
126,1.7990006282806397,70.95,3.5187671184539795
127,1.162115862751007,91.541875,58.681732416152954
127,1.7987441398620605,70.91,3.604538679122925
128,1.1611459593296052,91.6025,57.73024296760559
128,1.8009579738616943,70.58,3.6017303466796875
129,1.160650696849823,91.625625,58.85100793838501
129,1.797121555328369,70.56,3.7415354251861572
130,1.1583312192440034,91.67375,59.17188882827759
130,1.792111410713196,70.93,3.9920120239257812
131,1.155234735107422,91.839375,59.30842566490173
131,1.7941096557617187,70.75,3.7922070026397705
132,1.1536468106746673,91.853125,58.84776329994202
132,1.7914888362884522,70.91,3.614145517349243
133,1.1491714823246002,91.956875,59.604220390319824
133,1.793119025039673,70.59,3.9899344444274902
134,1.1497018094062805,91.870625,62.16314506530762
134,1.786493486213684,70.64,3.830782175064087
135,1.1508048938274384,91.86125,58.06244969367981
135,1.789057356262207,70.64,3.676053285598755
136,1.1486652790546417,91.953125,58.95214581489563
136,1.7962496738433837,70.78,3.388169765472412
137,1.14865269613266,91.8525,59.037712812423706
137,1.7931385482788087,70.65,3.6356194019317627
138,1.1451630363464356,91.979375,59.10589361190796
138,1.7944428112030029,70.84,3.4189612865448
139,1.142502132320404,92.144375,58.04510450363159
139,1.8007398273468018,70.43,3.4351072311401367
140,1.1428742823123932,92.1325,57.75237441062927
140,1.790266438484192,70.91,3.427363634109497
141,1.142077813053131,92.1075,59.9058518409729
141,1.7835630970001222,70.94,3.557746171951294
142,1.1404951498508453,92.1525,57.5025749206543
142,1.7954317945480347,70.91,3.4252824783325195
143,1.1370738331794739,92.190625,56.96069598197937
143,1.7978657878875732,70.47,3.4869935512542725
144,1.1373210139274597,92.2325,56.792442321777344
144,1.7895715843200684,70.93,3.48038649559021
145,1.135906441116333,92.30625,56.73242902755737
145,1.796441033744812,70.95,3.452833890914917
146,1.135237822675705,92.29875,56.66995310783386
146,1.7884171783447265,70.62,3.4714226722717285
147,1.1336714756965638,92.31875,57.21630382537842
147,1.7857174842834473,70.89,3.369711399078369
148,1.133272390270233,92.3,56.76101040840149
148,1.7923457973480224,70.76,3.265913963317871
149,1.1329231854438782,92.355,59.20460534095764
149,1.7995879459381103,70.71,3.1623897552490234
150,1.130088518857956,92.351875,56.99014449119568
150,1.7941566139221192,71.01,3.0858566761016846
151,1.1264096948623656,92.493125,56.44804859161377
151,1.7913049697875976,70.94,2.8956031799316406
152,1.1272711841583252,92.499375,57.017099380493164
152,1.7998588930130004,70.88,3.0162034034729004
153,1.1286594096660614,92.44375,56.73345637321472
153,1.801280714416504,70.46,2.94144868850708
154,1.1260982501983643,92.576875,55.88666391372681
154,1.7978973318099976,70.86,3.0346221923828125
155,1.1238934860229493,92.56375,55.478546142578125
155,1.7987824535369874,70.97,3.056610345840454
156,1.1219502503871919,92.63125,55.87530469894409
156,1.807979061126709,70.53,3.178008556365967
157,1.122459079694748,92.635,57.238574266433716
157,1.7937732921600342,70.76,3.181269884109497
158,1.1206625381469726,92.751875,55.95817732810974
158,1.7989975090026855,71.08,3.2285995483398438
159,1.1197769921779632,92.685625,55.82452034950256
159,1.7890088077545165,70.81,3.244296073913574
160,1.1178176788806915,92.721875,55.88718342781067
160,1.802245454788208,70.59,3.302311420440674
161,1.118225438642502,92.771875,56.16251468658447
161,1.7999733520507812,70.28,3.3345768451690674
162,1.1168662506103515,92.844375,55.2216682434082
162,1.804916493988037,70.35,3.32358455657959
163,1.1169380492687226,92.774375,55.518394947052
163,1.8066006942749024,70.28,3.397683620452881
164,1.1144994193553925,92.84625,55.43412637710571
164,1.801345993423462,70.68,3.367753028869629
165,1.1149794189929962,92.825,56.87927842140198
165,1.807832483291626,70.59,3.3120317459106445
166,1.1093891723632812,93.01125,54.93096971511841
166,1.7943340620040893,70.65,3.3079257011413574
167,1.114084116744995,92.8475,54.635210275650024
167,1.7931239612579346,70.81,3.2666680812835693
168,1.1084467121124268,93.0225,55.47321534156799
168,1.7865075950622558,70.85,3.3691349029541016
169,1.1106492711544036,93.00625,55.753973960876465
169,1.7929971660614015,70.68,3.3803694248199463
170,1.1111437270641327,92.87125,55.20337677001953
170,1.7968543886184691,70.49,3.340500593185425
171,1.1063535297870637,93.10875,55.120521545410156
171,1.7978556745529175,70.22,3.434650421142578
172,1.1070434809684753,93.03375,55.23133301734924
172,1.7899370344161987,70.61,3.437572479248047
173,1.1045446377754211,93.111875,56.65234565734863
173,1.7961951709747315,70.93,3.3760550022125244
174,1.1049439796447753,93.110625,55.60576105117798
174,1.797935008430481,70.48,3.748919725418091
175,1.1040066184043884,93.116875,54.889678955078125
175,1.7961661100387574,70.7,3.3949875831604004
176,1.0993327658176422,93.34,54.455010652542114
176,1.8000827926635743,70.55,3.2741360664367676
177,1.1035943233013152,93.1275,54.81608748435974
177,1.7991328170776366,70.54,3.33891224861145
178,1.0997554677486419,93.27,55.67601537704468
178,1.799598434448242,70.53,3.3579177856445312
179,1.099335730266571,93.26875,55.036925077438354
179,1.7982251316070557,70.56,3.3576369285583496
180,1.0999894475460053,93.23875,54.82194399833679
180,1.8059952180862426,70.48,3.272704839706421
181,1.0983802280426025,93.3,56.47578287124634
181,1.8063372215270996,70.62,3.4014689922332764
182,1.0967413388252258,93.333125,55.65797710418701
182,1.8063987491607667,70.8,3.4131863117218018
183,1.0964132708549499,93.323125,55.37752318382263
183,1.7976199493408203,70.61,3.272092819213867
184,1.0953948241710663,93.3875,54.29127788543701
184,1.796475228881836,70.54,3.3678314685821533
185,1.0911897208690644,93.46375,54.01299428939819
185,1.8084098857879638,70.5,3.3313581943511963
186,1.0922766809940339,93.381875,54.513110637664795
186,1.8068059167861938,70.17,3.3254754543304443
187,1.090655633687973,93.49875,54.159196853637695
187,1.8046761039733887,70.4,3.3772714138031006
188,1.089511115694046,93.5875,55.02328300476074
188,1.7983147218704223,70.87,3.392773389816284
189,1.0926308556079865,93.42625,56.103923320770264
189,1.7978025035858154,70.98,3.4028990268707275
190,1.0919189834117888,93.459375,55.44832253456116
190,1.8007076705932616,70.8,3.4543967247009277
191,1.088418959760666,93.55125,55.71280646324158
191,1.804794320678711,70.62,3.506674289703369
192,1.0894229857444764,93.483125,55.298202991485596
192,1.8135159030914307,70.18,3.3305022716522217
193,1.0875046233654022,93.6025,55.48279571533203
193,1.8051850452423095,70.85,3.4850845336914062
194,1.0864263568878174,93.60125,55.28579783439636
194,1.8084697658538817,70.7,3.442751407623291
195,1.0884696648597718,93.59625,54.81011486053467
195,1.8166608768463135,70.27,3.41320538520813
196,1.086336348772049,93.57125,55.54784798622131
196,1.80774118309021,70.42,3.559117317199707
197,1.0849210308551789,93.645,58.62447953224182
197,1.8040976459503173,70.69,3.36517333984375
198,1.0830105671405792,93.66,55.94596529006958
198,1.800035238647461,70.95,3.3615119457244873
199,1.083430094099045,93.643125,55.48661661148071
199,1.8071177013397217,70.43,3.194047212600708
200,1.08487615776062,93.64125,55.31012845039368
200,1.7966842460632324,70.56,3.1705498695373535
201,1.0809950241565704,93.753125,54.75855326652527
201,1.8080138988494874,70.69,3.1224563121795654
202,1.0783526337146758,93.82375,54.957467555999756
202,1.8074777772903443,70.57,3.191920042037964
203,1.082972143983841,93.711875,55.0327787399292
203,1.8053672498703004,70.29,3.230163335800171
204,1.0787529654979706,93.785,56.02696084976196
204,1.8045005199432373,70.58,3.2145273685455322
205,1.0797686295986175,93.755,56.033849000930786
205,1.8094810508728028,70.71,3.2582879066467285
206,1.07678869805336,93.846875,55.97572708129883
206,1.8064350257873536,70.42,3.3553977012634277
207,1.0788417822360992,93.734375,55.187480211257935
207,1.7978881063461303,70.37,3.3111331462860107
208,1.075115655374527,93.946875,55.409499645233154
208,1.8065041681289673,70.17,3.3531320095062256
209,1.074716184949875,93.9125,55.8108971118927
209,1.8140764266967773,70.24,3.404409170150757
210,1.0774661716938019,93.785625,55.01550245285034
210,1.801490559387207,70.58,3.4011290073394775
211,1.0752012050151825,93.86,55.646881341934204
211,1.8029788249969483,70.82,3.3972442150115967
212,1.0721573606967927,93.980625,55.79598951339722
212,1.8051200782775878,70.44,3.417884349822998
213,1.0717655223846436,94.050625,57.104697704315186
213,1.8049669128417969,70.77,3.5423014163970947
214,1.07046483335495,94.079375,55.462772369384766
214,1.8055388454437256,70.72,3.3069794178009033
215,1.0705392463684082,94.021875,54.67807149887085
215,1.8033169925689698,70.7,3.3948142528533936
216,1.0731679424762726,93.93375,54.47329044342041
216,1.7976279701232911,70.91,3.3953940868377686
217,1.0697267315387726,93.986875,54.93405079841614
217,1.8078908723831177,70.31,3.411996364593506
218,1.0704041786670684,93.971875,55.26523017883301
218,1.801477053451538,70.38,3.480578660964966
219,1.068545433998108,94.104375,55.598896503448486
219,1.8110523780822754,70.38,3.361532211303711
220,1.0675481549263,94.06,54.9798378944397
220,1.8058216304779053,70.52,3.443765640258789
221,1.066687402009964,94.178125,54.82369542121887
221,1.8052286714553833,70.3,3.4986464977264404
222,1.0691021632671356,94.0525,56.22104287147522
222,1.816043544960022,70.32,3.368868589401245
223,1.066092133808136,94.204375,56.11718511581421
223,1.7920809202194214,70.91,3.373640775680542
224,1.065633536338806,94.155,57.54921913146973
224,1.800462551879883,70.65,3.3715953826904297
225,1.0644985183238984,94.15625,57.77302932739258
225,1.806465684890747,70.64,3.479416847229004
226,1.0653269225120545,94.159375,57.18491578102112
226,1.804801053237915,70.76,3.4553415775299072
227,1.0655699833393097,94.1525,56.487622022628784
227,1.7971537132263184,70.72,3.426981210708618
228,1.0622016052722931,94.205625,56.72351026535034
228,1.8081457744598388,70.49,3.416964530944824
229,1.0609475744247436,94.2775,56.96249008178711
229,1.8041124786376954,70.5,3.4725325107574463
230,1.062017149925232,94.20875,56.62624788284302
230,1.8031886390686036,70.72,3.2665703296661377
231,1.0640277689933777,94.123125,55.724613666534424
231,1.8103366283416749,70.6,3.3560407161712646
232,1.061060276412964,94.24125,57.11892056465149
232,1.8018092979431153,70.6,3.486785650253296
233,1.061609803724289,94.224375,57.9496533870697
233,1.8119842567443847,70.18,3.470292329788208
234,1.059928346824646,94.24875,56.60850548744202
234,1.8130263145446777,70.28,3.4454143047332764
235,1.0610394849300384,94.255625,57.69284677505493
235,1.8081174655914307,70.55,3.4821231365203857
236,1.0592325480937959,94.3325,57.092018127441406
236,1.7998241302490234,70.58,3.501128911972046
237,1.0595922330856322,94.29875,56.6043062210083
237,1.8130134336471557,69.97,3.50045108795166
238,1.0605090914726258,94.19,56.32278227806091
238,1.8121711051940919,70.72,3.4250409603118896
239,1.05825341091156,94.331875,56.46629023551941
239,1.806577183532715,70.8,3.4371254444122314
240,1.0562861103534698,94.3625,56.660767555236816
240,1.8063014770507813,70.55,3.511489152908325
241,1.0571152756690978,94.37625,56.63947653770447
241,1.8077827722549438,70.52,3.4298555850982666
242,1.0541263450622558,94.416875,56.186485290527344
242,1.808893765258789,70.18,3.4335291385650635
243,1.054728276157379,94.440625,55.67065763473511
243,1.81018759059906,70.07,3.512939453125
244,1.0554909194469453,94.460625,55.32171440124512
244,1.8112836530685426,70.7,3.5064871311187744
245,1.053848569059372,94.43625,56.17093110084534
245,1.813204471206665,70.4,3.4852750301361084
246,1.0527027468681336,94.404375,55.78384971618652
246,1.8068734365463257,70.56,3.4749932289123535
247,1.0525178434848785,94.44125,54.79216980934143
247,1.8098820629119874,70.5,3.3644802570343018
248,1.0526387620925903,94.46125,54.511929750442505
248,1.8114369117736817,70.24,3.4579825401306152
249,1.053384397983551,94.3625,55.653103828430176
249,1.8156154138565064,70.54,3.4239718914031982
250,1.0526630353927613,94.486875,55.356722593307495
250,1.802277059173584,70.39,3.360045909881592
251,1.0478720187664032,94.54,54.7362916469574
251,1.8016482242584229,71.11,3.571920871734619
252,1.0525215147018432,94.519375,56.46188020706177
252,1.803678670501709,71.07,3.5362823009490967
253,1.048436491584778,94.58625,55.666539669036865
253,1.8092910360336303,70.47,3.4924464225769043
254,1.0505704186439515,94.5625,55.08300304412842
254,1.8148736322402954,70.57,3.449498176574707
255,1.0482540188789369,94.553125,56.23463845252991
255,1.8078687957763673,70.64,3.584533929824829
256,1.0452963086128235,94.6525,56.09421920776367
256,1.8012672149658202,70.88,3.5293772220611572
257,1.0495378129959105,94.493125,55.281591176986694
257,1.8106123327255248,70.59,3.357316255569458
258,1.0489607136249541,94.528125,55.61006045341492
258,1.8073534496307373,70.59,3.355525016784668
259,1.048194472503662,94.555625,54.25841951370239
259,1.8163519065856935,70.33,3.336416721343994
260,1.0466131120681763,94.574375,55.718289852142334
260,1.8116828664779663,70.82,3.330789089202881
261,1.046137559556961,94.655,54.773807525634766
261,1.8043070907592773,70.6,3.3126065731048584
262,1.042881219959259,94.73375,55.27770376205444
262,1.8061369625091552,70.57,3.343397617340088
263,1.04621802816391,94.5975,55.02386951446533
263,1.8113788948059082,70.7,3.3448855876922607
264,1.0436779098510742,94.755625,55.29739236831665
264,1.8227497880935668,70.39,3.408891439437866
265,1.0474627925872804,94.61125,56.00801730155945
265,1.8102043598175048,70.55,3.424309730529785
266,1.043288657617569,94.716875,55.92301106452942
266,1.8051904670715333,70.66,3.435218095779419
267,1.0440290917873383,94.66,55.62432527542114
267,1.8030806678771973,70.78,3.3287758827209473
268,1.0430418416500091,94.705625,54.705339431762695
268,1.7998212085723877,70.86,3.3966338634490967
269,1.0394023587226868,94.84875,55.15485429763794
269,1.8054942531585694,70.62,3.366734266281128
270,1.0420231007575989,94.703125,54.951767444610596
270,1.8096495491027833,70.81,3.328988552093506
271,1.0418728384017943,94.715625,55.32453536987305
271,1.8124746006011963,71.07,3.5620622634887695
272,1.039045454931259,94.810625,55.53541111946106
272,1.8107239057540894,70.41,3.410576820373535
273,1.0423581448554993,94.7075,55.077449560165405
273,1.8136341409683228,70.62,3.3972339630126953
274,1.0391801548480988,94.795,55.18936514854431
274,1.8035441410064696,70.85,3.4260385036468506
275,1.0416420420646668,94.765625,54.95840334892273
275,1.8018434183120728,70.97,3.404409408569336
276,1.038476722717285,94.74375,55.17990326881409
276,1.8055839979171753,70.83,3.430939197540283
277,1.0378136023998261,94.8825,55.15174674987793
277,1.814151438522339,70.86,3.3903520107269287
278,1.0372765451908112,94.809375,55.18625521659851
278,1.8161443567276,70.96,3.4729151725769043
279,1.0388785002708436,94.766875,56.42638850212097
279,1.8000057369232179,70.92,3.3856582641601562
280,1.0374741027355194,94.8575,56.157830238342285
280,1.8008939788818359,70.99,3.263115167617798
281,1.0374059725761413,94.793125,56.054524421691895
281,1.7968507858276368,71.19,3.3252334594726562
282,1.0363945904254914,94.895,56.35356020927429
282,1.803371985244751,70.7,3.3208658695220947
283,1.0389495389461518,94.795,56.057417154312134
283,1.8088395694732666,70.89,3.3774333000183105
284,1.0347063307762145,94.858125,57.49830651283264
284,1.8026675052642822,70.92,3.337458848953247
285,1.0340015573501586,94.890625,56.82053089141846
285,1.7979110845565796,70.73,3.6891398429870605
286,1.0365606756210328,94.835,56.47951364517212
286,1.8079296787261963,70.41,3.353883743286133
287,1.0323146327972412,94.954375,56.57536053657532
287,1.8065109107971191,70.94,3.406507968902588
288,1.036581039571762,94.821875,56.551549196243286
288,1.818873673248291,70.71,3.3377022743225098
289,1.0350490059375763,94.913125,56.49523735046387
289,1.8213850620269776,70.3,3.2739217281341553
290,1.0339759506702424,94.919375,55.45355844497681
290,1.8061727128982543,71.09,3.40168833732605
291,1.0326287204742433,94.983125,55.72540831565857
291,1.8031550872802735,70.79,3.381286859512329
292,1.0308560695171356,95.0175,55.91160821914673
292,1.815547843360901,70.64,3.4113433361053467
293,1.0308096892356873,95.01875,54.99348711967468
293,1.8018710357666015,70.85,3.327791690826416
294,1.031027538537979,95.098125,55.08821940422058
294,1.816149514389038,70.47,3.339630365371704
295,1.0313978768825531,95.023125,55.17109751701355
295,1.8152668500900269,70.25,3.2819669246673584
296,1.0320404190063477,94.938125,56.90431189537048
296,1.8165592632293701,70.48,3.4647629261016846
297,1.026905504655838,95.1475,57.37266707420349
297,1.8124492305755615,70.64,3.4087021350860596
